transaction_id,sender_upi,receiver_upi,sender_bank,receiver_bank,amount,timestamp,device_id,location_lat,location_long,txn_type,channel,vpa_age_days,num_prev_txns_24h,avg_amount_7d,failed_pin_attempts,is_recipient_new,same_device_flag,merchant_category
txn_1000041,7272088590@oksbi,9187248083@gpay,SBI,AXIS,50.24,2025-08-06 22:11:15,dev-nnccvs8lej,28.938341,77.046553,payment,app,966,1,48.57,0,0,1,recharge
txn_1000042,9525889223@okyes,9629775341@upi,YES,ICICI,46.72,2025-09-30 04:11:12,dev-w423zts0yw,28.581156,77.03129,payment,app,579,3,81.31,0,0,1,fashion
txn_1000043,7478337035@okicici,9354898337@amazonpay,ICICI,AXIS,168.83,2025-09-27 20:09:58,dev-fcl96964u0,29.345907,76.952726,payment,qr,272,2,153.01,0,0,1,food_delivery
txn_1000044,9470731514@upi,7250526157@oksbi,ICICI,SBI,36.84,2025-09-23 08:36:01,dev-d2yicz095a,27.659301,76.726445,payment,app,103,1,6.8,0,0,1,utilities
txn_1000045,9909628547@upi,9211496797@gpay,IDBI,UTIB,106.88,2025-10-01 04:39:05,dev-agzgghpcjg,27.75634,77.276294,payment,app,401,0,68.28,0,0,1,fashion
txn_1000046,9292209050@oksbi,6346585830@upi,SBI,PNB,11.95,2025-09-24 00:30:50,dev-m3yuu1t7er,29.320675,77.102497,payment,merchant_sdk,122,2,15.66,0,0,1,fashion
txn_1000047,7389143837@okkotak,9557984001@bhim,KOTAK,KOTAK,56.07,2025-07-12 07:14:57,dev-wpvh6pepga,29.060696,76.929602,payment,app,380,3,47.32,0,0,1,food_delivery
txn_1000048,9454065165@upi,6741504561@okicici,SBI,ICICI,27.02,2025-10-02 16:30:23,dev-27qm0z1ml1,28.229072,76.977726,payment,merchant_sdk,67,0,12.66,0,0,1,others
txn_1000049,8223661466@paytm,7997202111@oksbi,HDFC,SBI,11.97,2025-07-18 20:21:45,dev-30z6zz9aoa,28.862192,77.138858,payment,qr,543,0,8.83,0,0,1,others
txn_1000050,8419575357@oksbi,9917510569@okbob,SBI,BOB,5.82,2025-09-20 14:14:10,dev-odhx10a7qz,28.536679,76.785751,payment,app,197,1,7.59,0,0,1,food_delivery
txn_1000051,6724116924@upi,8592712770@okhdfcbank,KOTAK,HDFC,28.69,2025-09-18 20:00:58,dev-hljoxzcbfu,28.161005,77.7062,payment,app,50,0,24.85,0,0,1,bill_payment
txn_1000052,8529543716@phonepe,9160383299@upi,HDFC,ICICI,249.62,2025-10-01 06:49:45,dev-d9a6gk0nvp,27.546,77.206964,payment,app,83,1,244.47,0,0,1,travel
txn_1000053,8363891474@okicici,7778953245@upi,ICICI,PNB,178.62,2025-09-22 04:05:30,dev-pnmgldb8cd,27.187946,77.480366,payment,qr,428,1,194.07,0,0,1,fashion
txn_1000054,8710184726@bhim,8176430489@okidbi,ICICI,IDBI,59.63,2025-10-04 14:48:28,dev-5b5i3tae89,28.543327,77.585735,request,app,145,1,38.23,0,0,0,others
txn_1000055,9717946682@phonepe,7393945232@okidbi,AXIS,IDBI,82.87,2025-07-16 08:46:41,dev-v5polaq1gi,28.365232,77.74551,payment,app,328,1,91.93,0,0,1,food_delivery
txn_1000056,7684476791@paytm,6255168907@upi,AXIS,SBI,30.6,2025-07-17 23:11:45,dev-lnr01rppm2,28.165716,77.676729,payment,app,186,0,38.38,0,1,1,others
txn_1000057,7337605728@bhim,7150140708@okicici,AXIS,ICICI,48.04,2025-09-08 22:58:26,dev-z3ypnql25x,28.868235,76.57706,payment,app,125,1,71.29,0,0,1,food_delivery
txn_1000058,7739964832@upi,6105917541@upi,SBI,KOTAK,49.1,2025-07-14 17:13:03,dev-7v4wsdxt1q,29.22252,77.292319,payment,app,13,2,75.12,0,0,1,grocery
txn_1000059,7781847663@gpay,7428502385@upi,YES,UTIB,41.49,2025-10-06 16:27:27,dev-z0hhh7pmwl,28.385291,77.864303,payment,merchant_sdk,840,2,65.78,1,0,1,recharge
txn_1000060,7002977262@upi,9832464373@okyes,AXIS,YES,31.53,2025-10-05 17:56:54,dev-mpvtmtb8sf,28.403163,76.778727,payment,app,1535,2,21.22,0,0,1,grocery
txn_1000061,7320763830@phonepe,8900030136@bhim,KOTAK,PNB,29.55,2025-09-29 02:45:57,dev-s3wonbrf5u,29.704605,77.43859,payment,app,688,2,25.2,0,1,1,others
txn_1000062,8383387377@upi,8957643178@amazonpay,UTIB,KOTAK,26.23,2025-09-29 10:10:45,dev-qi82rlsvoa,28.243784,77.733255,payment,app,103,1,24.22,1,0,1,recharge
txn_1000063,7712690657@oksbi,8322388140@okutib,SBI,UTIB,111.13,2025-08-07 00:02:07,dev-ehkpxuwhgb,29.399689,77.219997,payment,qr,137,0,217.43,0,0,1,travel
txn_1000064,6180103344@gpay,9252170869@upi,HDFC,AXIS,105.68,2025-09-22 14:33:49,dev-b3vkq9mgp6,28.54022,77.404438,payment,merchant_sdk,1016,0,116.02,0,0,1,bill_payment
txn_1000065,6948930940@bhim,7996093808@upi,YES,YES,82.99,2025-10-02 16:45:21,dev-9q11vgo5kx,28.606913,76.790512,payment,qr,1,0,24.92,0,0,1,electronics
txn_1000066,6040477717@okbob,9406540059@upi,BOB,BOB,42.43,2025-10-03 01:23:16,dev-ynfltw3333,28.568511,77.84193,request,collect,103,0,38.8,0,0,1,food_delivery
txn_1000067,8788245597@oksbi,7536726270@bhim,SBI,YES,57.62,2025-09-19 15:23:25,dev-oc8nb2dzlb,28.844354,77.550169,payment,collect,895,0,84.89,0,1,1,fashion
txn_1000068,6684147319@upi,8887777705@phonepe,HDFC,UTIB,18.58,2025-09-19 01:40:10,dev-tmadx99b1z,28.785479,77.418785,payment,app,261,1,9.22,0,0,1,fashion
txn_1000069,7343381577@okhdfcbank,8693695517@upi,HDFC,PNB,45.88,2025-08-01 10:44:16,dev-m2imnihc65,29.283196,77.266471,payment,collect,655,0,78.62,0,0,1,bill_payment
txn_1000070,8382026640@upi,8797999192@upi,SBI,AXIS,204.1,2025-09-22 08:20:12,dev-dwixupyzio,28.844609,77.164813,payment,app,538,2,429.7,1,0,1,electronics
txn_1000071,8244545713@okutib,6540821864@phonepe,UTIB,AXIS,23.92,2025-09-05 11:40:08,dev-sw009l0761,28.367441,76.277222,payment,app,1131,2,33.35,0,0,1,electronics
txn_1000072,7517347753@upi,8067810349@upi,SBI,KOTAK,95.42,2025-09-26 10:58:31,dev-9hiamo574n,28.124056,77.580736,payment,collect,360,2,110.5,1,1,1,fashion
txn_1000073,7773690555@upi,9174413885@okidbi,PNB,IDBI,68.98,2025-09-29 16:45:46,dev-oxzzzjqnbm,29.196395,78.133946,payment,app,213,1,36.42,0,0,1,recharge
txn_1000074,8236765886@bhim,9500517017@paytm,HDFC,YES,30.23,2025-09-19 11:09:23,dev-dz9caqges7,28.811014,76.976286,payment,app,554,0,34.18,1,0,1,others
txn_1000075,9319093997@upi,7700368416@upi,KOTAK,IDBI,26.97,2025-09-29 16:59:02,dev-h2sfuvjj2p,28.974618,77.417548,payment,qr,165,1,13.69,0,0,1,bill_payment
txn_1000076,9600485918@paytm,9544253912@upi,HDFC,IDBI,149.01,2025-09-05 15:56:47,dev-aevzf5kj74,29.220035,76.76802,payment,app,413,1,41.52,0,0,1,bill_payment
txn_1000077,8473913123@okaxis,9989583885@amazonpay,AXIS,KOTAK,74.09,2025-09-02 11:27:30,dev-h7a5e3vtpg,29.008342,77.796225,request,qr,271,1,118.08,0,0,1,utilities
txn_1000078,9325170870@okbob,7812171910@upi,BOB,HDFC,45.56,2025-09-28 22:26:43,dev-28ptx8sd6b,28.925604,76.752133,payment,app,740,1,65.39,0,0,1,fashion
txn_1000079,6278963335@gpay,9486744678@upi,IDBI,HDFC,54.01,2025-09-26 02:32:11,dev-t8w689tch5,28.473994,77.741193,payment,app,111,2,61.34,1,0,1,others
txn_1000080,9820499131@upi,7243191569@phonepe,SBI,SBI,547.82,2025-09-08 10:53:44,dev-fiul34d40y,27.914229,77.782091,payment,qr,261,2,896.7,0,0,1,bill_payment
txn_1000081,6092962218@upi,8395186946@upi,AXIS,BOB,22.22,2025-09-13 03:57:26,dev-gsaszlvm1n,28.576251,76.4874,request,qr,341,3,29.31,0,0,1,recharge
txn_1000082,6104199306@okkotak,9417060554@upi,KOTAK,HDFC,221.91,2025-09-28 13:32:33,dev-79sig3m08m,28.480167,77.368534,payment,app,254,1,1.0,0,0,1,bill_payment
txn_1000083,8273742337@upi,7685222910@okbob,AXIS,BOB,48.18,2025-09-19 10:35:08,dev-uufialnfav,28.830707,77.407943,request,collect,192,1,62.66,0,0,1,utilities
txn_1000084,8046018256@paytm,6431241303@okicici,HDFC,ICICI,66.16,2025-09-26 14:00:11,dev-j4kpins4i9,28.661103,77.399413,payment,merchant_sdk,38,1,110.58,0,0,1,food_delivery
txn_1000085,6705344171@paytm,9405145785@upi,SBI,AXIS,111.99,2025-10-05 18:36:22,dev-cqzwf1hhs2,28.553532,76.576402,payment,app,719,1,203.1,0,0,1,bill_payment
txn_1000086,7248254455@amazonpay,6840766408@okidbi,ICICI,IDBI,74.41,2025-10-02 06:22:01,dev-n3mpg08o18,28.964755,77.433583,payment,app,100,0,44.07,0,0,1,bill_payment
txn_1000087,7441741688@phonepe,6685013317@upi,SBI,AXIS,40.08,2025-09-20 11:16:28,dev-0r8o0qb477,28.542933,76.712979,payment,app,700,0,47.75,0,1,1,electronics
txn_1000088,7711997532@upi,6284540903@upi,HDFC,ICICI,250.24,2025-09-07 05:59:49,dev-vco86nazhp,28.404358,77.577207,payment,collect,239,2,170.48,0,0,1,electronics
txn_1000089,7294073831@upi,8495636926@okutib,HDFC,UTIB,76.84,2025-09-18 11:52:46,dev-gtjzdxnaqx,27.964737,77.594365,payment,app,123,1,144.17,0,0,0,recharge
txn_1000090,6334386108@okbob,6513545241@upi,BOB,SBI,65.34,2025-09-19 02:17:37,dev-ndt1n7m461,27.721271,76.733146,payment,collect,459,0,13.09,0,0,1,food_delivery
txn_1000091,8893706503@phonepe,9473213939@upi,BOB,PNB,49.14,2025-09-28 07:24:16,dev-uao9v56wbb,28.119688,77.038454,payment,app,188,0,74.25,0,0,1,electronics
txn_1000092,7019777009@okkotak,9571259316@upi,KOTAK,UTIB,75.88,2025-08-24 15:35:36,dev-sdfzinioth,27.254413,76.646449,payment,app,35,0,28.36,0,0,1,fashion
txn_1000093,8496072622@upi,7813529966@bhim,YES,ICICI,139.63,2025-09-20 16:03:52,dev-hoedkr3ofp,28.581961,77.016452,payment,qr,887,2,84.77,0,0,1,travel
txn_1000094,7825765167@upi,6837969610@gpay,ICICI,HDFC,38.67,2025-10-01 16:54:29,dev-qa5hxjj9yj,29.778709,77.218479,request,qr,224,0,1.0,0,0,1,travel
txn_1000095,9989523302@oksbi,8080801156@amazonpay,SBI,ICICI,51.79,2025-09-18 08:13:00,dev-yizplxztiw,28.940639,76.988718,request,collect,37,0,1.0,0,0,1,electronics
txn_1000096,6317601132@okhdfcbank,6180861144@upi,HDFC,BOB,47324.34,2025-10-05 22:34:55,dev-5d5da6giaprf,33.314579,83.284136,payment,qr,138,1,174.26,0,1,0,grocery
txn_1000097,9652768201@upi,9049127943@okbob,AXIS,BOB,70.77,2025-08-04 02:33:02,dev-t3iq9nsgc6,28.387375,77.043299,payment,app,201,0,86.64,0,0,1,food_delivery
txn_1000098,7273235663@okaxis,9617843335@upi,AXIS,PNB,51.54,2025-09-09 06:05:19,dev-rrj3zggear,28.327143,76.987407,payment,app,222,1,44.76,0,0,1,others
txn_1000099,8793177578@upi,6081077376@okkotak,YES,KOTAK,27.65,2025-10-05 17:09:59,dev-dmdgiw66td,28.40222,78.211233,payment,app,234,0,16.52,0,0,1,food_delivery
txn_1000100,9697949622@paytm,8354744914@amazonpay,BOB,PNB,111.64,2025-10-05 19:38:47,dev-nhxr8yq5xg,28.417224,76.18372,payment,app,487,2,54.75,0,0,1,food_delivery
txn_1000101,8877451241@upi,8354931446@okkotak,AXIS,KOTAK,39.87,2025-10-03 11:11:04,dev-kqbfiet2ui,29.075209,76.746386,payment,app,205,2,48.52,0,0,0,electronics
txn_1000102,6567576158@okidbi,9536240927@okbob,IDBI,BOB,36.4,2025-09-06 18:38:52,dev-iwbnrp2kfc,28.85738,77.95183,payment,merchant_sdk,12,1,19.39,0,0,1,fashion
txn_1000103,7614623028@bhim,7471269386@gpay,ICICI,SBI,44.21,2025-10-04 12:40:30,dev-rlcrg6frvi,28.486546,77.69863,payment,app,9,2,38.69,0,0,0,bill_payment
txn_1000104,6449485524@paytm,7621424890@phonepe,YES,KOTAK,44.46,2025-09-09 18:34:24,dev-a5t93gvjh0,29.189564,77.801933,payment,app,693,0,38.56,0,0,1,travel
txn_1000105,8477153891@okbob,9059012849@okhdfcbank,BOB,HDFC,37.49,2025-10-04 15:06:33,dev-ugg0hi1obg,28.333355,77.480952,payment,app,1171,0,46.0,0,0,1,utilities
txn_1000106,6385515677@okutib,9892966073@okyes,UTIB,YES,57337.23,2025-09-23 12:56:29,dev-h62e1qwib5,28.594405,77.57611,payment,app,294,2,179.36,0,0,1,utilities
txn_1000107,6720707088@upi,9823458350@bhim,PNB,AXIS,34.18,2025-09-24 00:46:48,dev-caau356v3d,28.250674,77.861417,request,app,576,31,71.41,0,0,0,electronics
txn_1000108,6435706787@okpnb,8212335639@gpay,PNB,YES,88.65,2025-08-23 00:54:21,dev-q0rslxex03,28.463001,77.810789,request,app,281,1,22.64,0,0,1,utilities
txn_1000109,7442694618@upi,9415767326@upi,IDBI,KOTAK,235.34,2025-07-12 14:59:18,dev-4mxewsa665,28.615133,77.137996,payment,merchant_sdk,274,1,260.23,0,0,1,others
txn_1000110,9387170887@upi,8442430893@paytm,YES,SBI,39.34,2025-10-03 22:25:55,dev-a19thazyjl,28.597567,77.057951,payment,qr,1,0,20.65,0,0,1,electronics
txn_1000111,7322942643@okicici,9231021001@okidbi,ICICI,IDBI,361.0,2025-09-12 21:52:09,dev-wkxxgutjy9,27.648431,77.197795,payment,app,112,3,471.54,0,0,1,travel
txn_1000112,8713135513@upi,9012475256@upi,HDFC,YES,18.05,2025-08-06 01:04:20,dev-ohoovrpb9t,29.281153,76.79491,payment,app,102,2,24.24,0,0,0,electronics
txn_1000113,6384641565@upi,6297248466@okhdfcbank,ICICI,HDFC,43.44,2025-09-17 17:52:31,dev-r43u3dej0p,28.591229,76.385714,payment,app,757,0,10.25,1,0,1,utilities
txn_1000114,7944873678@okicici,6239594821@upi,ICICI,PNB,99.49,2025-09-21 00:31:04,dev-hhs542km0s,29.618725,77.103084,payment,collect,29,2,62.69,0,0,1,electronics
txn_1000115,7186567072@bhim,9253339872@upi,KOTAK,SBI,87.49,2025-10-06 08:06:13,dev-2auxizit89,28.48645,76.673667,payment,collect,342,2,53.18,0,0,1,others
txn_1000116,6764889913@upi,9047117986@upi,HDFC,SBI,28.03,2025-07-15 09:55:30,dev-h52vtf2q47,29.032753,77.295885,payment,app,559,0,16.11,0,0,1,bill_payment
txn_1000117,9650355259@phonepe,7881383792@upi,YES,BOB,7.56,2025-09-20 09:39:53,dev-fngjo42q2o,28.366292,76.636536,payment,app,283,1,9.05,0,0,1,recharge
txn_1000118,8661821217@okaxis,6247650900@upi,AXIS,UTIB,102.17,2025-07-26 15:43:45,dev-n2h7a292e5,29.151416,77.34583,payment,collect,142,1,182.21,0,0,1,electronics
txn_1000119,7594664795@paytm,8436344002@okicici,YES,ICICI,43315.13,2025-09-27 13:09:22,dev-m0gcy6qnwx,28.237682,78.032396,payment,app,202,2,92.05,2,0,1,utilities
txn_1000120,9895135396@upi,9253221290@okidbi,AXIS,IDBI,11.69,2025-09-22 10:30:01,dev-g1cf4og30q,28.660584,76.879893,request,app,204,2,5.13,0,0,1,others
txn_1000121,6009403011@oksbi,9371881099@okhdfcbank,SBI,HDFC,23.66,2025-10-04 22:15:27,dev-acojuownoj,28.480986,77.936375,payment,qr,883,3,45.91,0,0,1,bill_payment
txn_1000122,8555441632@bhim,9337086157@amazonpay,AXIS,YES,22.34,2025-09-25 13:42:12,dev-7mhm9f5ugz,28.061887,77.388203,payment,app,240,1,15.6,0,0,1,fashion
txn_1000123,7260085455@upi,6483201236@bhim,SBI,UTIB,56.84,2025-09-30 06:42:13,dev-n86a7sxd9m,29.061365,78.550047,payment,qr,668,0,38.07,0,0,1,others
txn_1000124,7784234882@paytm,8534916315@upi,ICICI,HDFC,83.65,2025-10-02 07:13:59,dev-r6dwki3hel,29.607803,76.672475,payment,merchant_sdk,292,3,103.76,0,0,1,fashion
txn_1000125,8348593789@okbob,6157407807@paytm,BOB,HDFC,25.16,2025-07-22 15:51:32,dev-1onnc2fw1n,28.347597,76.683948,payment,collect,2421,0,19.4,0,0,1,food_delivery
txn_1000126,7135409052@upi,8600927093@upi,ICICI,AXIS,21.22,2025-10-03 01:01:47,dev-rorxwlwuzh,28.675879,76.524268,payment,merchant_sdk,1111,0,39.94,1,0,1,grocery
txn_1000127,7631986072@phonepe,9405951957@gpay,HDFC,AXIS,225.84,2025-09-20 02:07:30,dev-kmx2e8smen,29.629124,77.177348,payment,qr,107,4,216.97,0,0,1,others
txn_1000128,9310224060@upi,9506962356@okaxis,IDBI,AXIS,7.94,2025-09-10 15:40:06,dev-sfboqp1uhj,28.420324,77.334502,payment,app,212,1,8.65,0,0,1,electronics
txn_1000129,7891770031@upi,9082017465@upi,KOTAK,SBI,34.98,2025-10-03 06:44:24,dev-4ihsh7d4c8,28.485205,76.960485,payment,app,498,1,18.31,0,0,1,travel
txn_1000130,6893437720@okhdfcbank,7112726998@oksbi,HDFC,SBI,255.01,2025-08-06 06:44:50,dev-d3b29uuuda,29.280899,76.727929,payment,app,874,2,255.04,0,0,1,bill_payment
txn_1000131,7282175762@okhdfcbank,9900978954@bhim,HDFC,IDBI,32.27,2025-08-17 23:44:11,dev-n3bm0q4ote,28.02913,76.689314,payment,app,186,1,18.26,0,0,1,fashion
txn_1000132,6931810798@okicici,6615401199@bhim,ICICI,SBI,17.49,2025-09-21 07:05:40,dev-6llsijqjlo,28.254801,77.584259,payment,app,333,3,4.31,1,0,1,grocery
txn_1000133,6454184498@paytm,8441314919@upi,HDFC,IDBI,49.28,2025-09-28 17:47:09,dev-v3i8re0f5h,28.75677,77.080787,payment,qr,83,3,71.1,0,0,0,recharge
txn_1000134,9077224247@phonepe,6113818697@upi,AXIS,KOTAK,68.71,2025-10-03 03:01:33,dev-a3ssiggidy,29.141014,77.885665,payment,collect,485,0,53.09,0,0,1,electronics
txn_1000135,7565132346@oksbi,7817289329@upi,SBI,BOB,53.35,2025-09-10 20:36:18,dev-y13eqruvfp,28.687181,77.551357,payment,app,784,0,24.62,0,0,1,utilities
txn_1000136,6642793845@upi,6966016735@upi,UTIB,BOB,294.07,2025-09-28 18:47:30,dev-27trnrbat7,28.007468,77.365978,payment,app,23,2,194.73,1,0,1,travel
txn_1000137,8128721403@upi,9043568093@upi,KOTAK,PNB,542.25,2025-09-08 21:36:41,dev-pjz2ek2ofo,29.256458,78.214075,payment,qr,411,2,759.86,0,0,1,others
txn_1000138,9379660539@phonepe,7919684746@bhim,SBI,ICICI,8.14,2025-10-01 19:38:56,dev-kq7srmewx2,28.372461,76.602603,payment,app,180,2,1.0,0,0,1,travel
txn_1000139,8340567165@oksbi,6738057311@oksbi,SBI,SBI,31.53,2025-07-09 04:50:38,dev-xy8qdko3xb,28.316651,77.783129,payment,app,1114,1,41.48,0,0,1,electronics
